class,id,date,query,author,text
0,263748118091276288,,,785067278,"FAQ: What is 'skeuomorphic design' and the executive shakeup at Apple: SAN FRANCISCO, CA - MARCH 07: Apple CEO ...http://bit.ly/T89gNo"
0,252798281413967872,,,23075654,Vow is likely to return from a midsummer break in the Prix de Royallieu at Longchamp on Saturday. http://bit.ly/V6sjMm
0,264138191030874112,,,850357831,@Real_Liam_Payne I wanted you to know that here in Argentina is going to make a directioner fest 10 November te Amo TE AMO te amo!
0,263864248952836096,,,609103932,"Its November already.. Christmas will be here soon, then New Year, then Valentine's day then GRADUATION?!?!"
0,255690502970671104,,,18712398,"Just got tickets to see Muse in Florida. That, combined with the Grammys two weeks prior, equals a really busy February for Ruby and myself."
0,261632295520333826,,,217685779,Battle for the 17th banner: Royal Rumble basketball edition
0,226474708487532546,,,59060233,"Smooches from Fido: Yea or Nay? - July 6th was International Kissing Day (of the human sort). Later in the month, Ca... http://ow.ly/1lwzys"
0,261706811453886464,,,79601816,Monta Ellis / Ellis provided just five points on 2-of-13 shooting Thursday http://goo.gl/fb/rh1J8  #nba #playersnews
0,258989036205662208,,,25393624,"When I teach a basketball in my own school, we're gonna spend the 1st day watching Larry Bird videos, & the rest will take care of itself."
0,264084748345962496,,,747406040,AT&T offers free cloud storage for iOS and Android AT&T on Thursday announced a new service it calls AT&T Locker th...http://cnet.co/RxB7aa
0,237571817550786563,,,727519172,@KarimAndSugar I told you Shane would get his 5th-star on Rivals before Signing Day. @Taylor_McNeill7
0,262903244886507521,,,575902991,New York Giants: Game-by-Game Predictions for the 2nd Half of the Season http://dlvr.it/2PF10l
0,264240983032614912,,,123520382,C'mon c'mon does sound like Queen's we will rock you somehow...
0,264055660864487424,,,346867096,Pick the Chelsea team to play Swansea - Chelsea's focus now turns back to the Premier League and on Saturday we make... http://ow.ly/2sZ1js
0,246588959247974401,,,67771614,Gov. Mitch Daniels will announce his Indiana Supreme Court pick at 10 a.m. Will the 3rd time be the charm for a female member of the panel?
0,262380235985657856,,,40098249,"HARAKAH: Iran army monitoring all ships in Gulf: TEHRAN, Oct 28: A senior commander of the Islamic Revolution Gu... http://bit.ly/VSN8MS"
0,263740861031010304,,,16380085,HT: Norwich 0-0 #Spurs. We've edged the 1st half without creating any clear cut chances. Bale's had a couple of decent long range efforts.
0,263953741877764096,,,341470410,Snow may fall for parts of CNY the next few days. Find out where the best chances will be at 6:42 am on TV & online: http://www.9wsyr.com/content/mediacenter/live/one.aspx …
0,204001339599106048,,,160648260,Cofield draws leadoff walk in top 4th. Zaharion at the plate.
0,263976883354480640,,,497155084,Sat down to watch Michael Jackson this is it on DVD xx
0,256395784038277120,,,163198967,"On the set of the Axis of the Nigerian Economy, airing every tuesday 8:30pm on NTA international (DSTV) http://lockerz.com/s/252184437"
0,258836119532228608,,,25483231,"I may have missed out seeing Noel Fielding and Rich Fulcher today, but I did just see Tom Tilley! #samsimmons"
0,255848522581164033,,,363795716,"Negros and nigglettes, all who would like to attend the a$ap rocky concert on November 17th at starland lemme know tickets are only 25"
0,241225651074527232,,,39010302,% of Joe Pa masks at Penn State Sat? Or will PSU by allow then in the stadium? Is it bad to wear it? @Espngreeny
0,262778055402090496,,,22513829,@sumeetkulkarni Season ends with Superbowl in first week of February.
0,260949777687117824,,,32704887,Crazy I was in a meeting with an old NBA player that was picked 3rd before Larry Bird
0,264060311764619264,,,851106050,"@Ilovedoobz: @Patty_flipping I did, the other new is in today, northern lights...... I get payed tomorrow!"
0,262834360129036288,,,800315304,"I posted 12 photos on Facebook in the album ""Super Sunday wid Shobhit Bhatia......"" http://fb.me/1JmuY1mc9"
0,264215340576284672,,,82125212,"I been watching ""All-Access Kentucky"" every wed and it has been making me like these young dudes on Kentucky."
0,263098506644955136,,,141049123,"##$$## Black Friday Deals Nikon D3200 24.2 Megapixels Digital SLR Camera with 18-55mm NIKKOR VR Lens, Black & Nikon ...http://bit.ly/S9YhCg"
0,264203931645775873,,,27777925,"You do not want to miss this tomorrow night. RJ is moving to Maryland soon, and we have a truly epic set planned... http://fb.me/AMwhaYVv "
0,260920467324555265,,,361434318,Don't forget Mitch Daniels is going to be on Steven Colbert's show Thursday. Think this will come up as a topic?
0,264127995424423936,,,62680567,@BarackObama: I would think you would do that if you are running for POTUS. It may be part of your job someday.
0,252650346873245696,,,275414774,iPhone 5: Apple CEO pledges to improve new map app: Apple CEO Tim Cook apologized on Friday for the company's er...http://bit.ly/Qh579n
0,262497514995978241,,,14989779,"Full Moon:Oct 29th. You can read more if you have your Sun Sign in Libra, Scorpio, Sag, Cap, Aqua or Pisces http://bit.ly/XDRWE1"
0,256787832453079043,,,199690203,"Drew Peterson may be convicted, but there is still conflict going on http://ow.ly/eqDBF  #whenwillitend #localnews #chicago"
0,264067944458371072,,,28896087,@WFAN660 Paterno wouldnt be charged. All hearsay on him and he did do his job (minimal as may be). He reported it. Rest is speculation.
0,263186967615905792,,,610467658,"Apple software, retail chiefs out in overhaul: SAN FRANCISCO (Reuters) - Apple Inc CEO Tim Cook on Monday pushed out the powerful hea..."
0,256416307182985217,,,47208627,Capello says time for Russia to win big match: Russia manager Fabio Capello on Thursday said that he intended to...http://bit.ly/Q1z5MC
0,262953053659996161,,,36210889,I'm hosting the Day party @ Spartacus Friday From 2-6 and then @ Spy in Raleigh that night!
0,263701469289644032,,,129412273,Eli Manning hopes the Giants can uplift the spirits of the millions affected by Sandy in NY with their game against the Steelers on Sunday
0,264155231804346368,,,535941624,"@_Sherwood12 he's on the plane to Amsterdam now, bet he's not in class tomorrow"
0,259535556055269376,,,28207562,"Cold pizza and Mass Effect 3. I want my leg healed!! Going to look up some voodoo shit. I'll be walking, jumping and running tomorrow."
0,261624197380460544,,,281520735,#hulu Video Game Trailers - Launch Trailer: Check out the launch trailer for Mass Effect 3. Added: Fri Oct 26 00... http://bit.ly/Y0T17V
0,263773432750157824,,,268893346,Of course it's Aston Villa. Played them off the park on Saturday. Bring it on!
0,241625219050123264,,,41202626,Mohamed Nasheed's Press brief about CONI report - 31 Aug 2012: http://youtu.be/Z-_CRJFfNN4  via @youtube
0,264107216578174976,,,27952164,Can it please be Wednesday and POTUS has been re elected. Then we can move this country #Forward!
0,264134721938808832,,,628912797,"#ASimpleLife opens tomorrow at Lee's 4-Star in San Fran - Roger Ebert called it ""one of the year's best films"" http://www.lntsf.com/4-star-theatre.html …"
0,240753714661584896,,,329047546,#hcafc loan keeper Ben Amos named in the England under-21s side to face Azerbaijan next Thursday and Norway on Sept 10.
0,264113005078405120,,,19816683,Me and @hayleyrose booked in to see A Good Day To Die Hard on February 14 2013 (Valentine's day).
0,259724822978904064,,,624790220,PBR & @mokbpresents bring you Jim White at the @Do317 Lounge on October 23rd at 7 pm! http://ow.ly/etb1D
0,229228895621242880,,,116079056,July 28th National Milk Chocolate Day. You might say milk chocolate is the star of the chocolate (cont) http://tl.gd/iifuck
0,261455260277678082,,,568399773,On Sunday November 4th Olympus experts will be on hand at the Currys store in Cambridge. From 10:30am until... http://fb.me/Jnyk3a5s
0,263947715766005760,,,122432507,"So many choices of gigs this saturday night. The IBB at the Rugby club (which one, there are two up Twmpath?) and... http://fb.me/IXHJC9hD"
0,263973153271865344,,,467855280,"Last hectic day in office b4 3 weeks in ASIA. 1st to IFEAT in Singapore. Then Taiwan, HK, CHINA.Then 3 wks of jet lag!Gets to me every time!"
0,264071379333287936,,,407070993,Anonymous asked: Just realized while watchin fri-end that the youtube account that uploaded the video is... http://tmblr.co/Z6RXowWOWK1Z
0,255746035350130689,,,567009037,"Slap Shot: Nash, Back From Injury, Skates for Davos: Rick Nash of the New York Rangers returned to action in Switzerland on Tuesday."
0,263014553376419841,,,191802096,"I've got 2 tickets to see Leonard Cohen in Rosemont, IL on November 23 that I can't use. Anyone interested? Face value is about $300."
0,263345345407373312,,,439559950,Saturday Night Live Jeopardy skits with Will Ferrell >
0,264200538864906240,,,234274491,"I don't want a love like Jonny and June, I want a love like Blake and Miranda."
0,255696814286729216,,,159068839,"If Cundiff would've made the Field Goal Sunday, I could've been eatin' a free 6in sub at Subway for lunch!"
0,256609527783358464,,,101616998,"Dirty Jim had to close that one out. If not, he may have started hearing comparisons to Cundiff in this town."
0,264213155645890561,,,35667504,"After the Mid Tennessee vs. Western Kentucky game, I hear they're gonna play the 2nd annual Ogalla, Nebraska Snail Chuckin' Pageant."
0,263622137858912257,,,137663720,"I'm going to Bullet for My Valentine at O2 Academy Glasgow in Glasgow, United Kingdom - Mar 13 http://bnds.in/Tu6iFA"
0,262052696159309825,,,709958120,People & Power travels to Egypt to see how the April 6th activists have been faring since Mohamed Morsi's election.
0,261566453730398208,,,278680615,"Next Tuesday is D2's Chocolate Day! With Halloween right around the corner, this is sure to curb your candy craving: http://ow.ly/eM2NY"
0,259037171091132416,,,17114749,Who's on Google+? We want you to participate in a live Google+ Hangout with AnimalSense next Wed 10/24 at... http://fb.me/1l1MgJwYG
0,264197142246223873,,,114526646,"@sarahjenne 2nd the Ryan budget was from many years ago, most recent didn't include that and Mitt's said many times he's the president and.."
0,263401784637272064,,,748026608,Why does everyone want to give Eli Manning credit for every win. The truth is Sunday's game should have been a blowout.
0,260624498787762176,,,335630017,Charles Dickens may just have been me in another life. #thisisme http://instagr.am/p/RHUKVDRUyz/ 
0,264164039842742273,,,766415527,REAL America will stand up for itself on Tuesday and make it count. Mitt is ready to lead us out of our Jimmy Carter funk we're in
0,226499790366720000,,,256743609,"Hmm, I think I am living the movie Ground Hog Day, Grandma Jan and Isaac are back again this weekend"
0,262815040963493888,,,17697584,NFL News: New York Giants: Game-by-Game Predictions for the 2nd Half of the Season http://dlvr.it/2P8ftv  #Football #NFL #NFCEast
0,252136824963739648,,,285343906,#ladsontour mon the boys !!!!!!!!!!!!!!!!!!!!! theres only 1 thing missin #BANJOOOOOOOOOOOOOOOOOO how NOOOOOOOOO
0,262905551233613824,,,141049123,##$$## Black Friday Deals Olympus OM-D E-M5 16MP Live MOS Interchangeable Lens Camera with 3.0-Inch Tilting OLED Tou...http://bit.ly/S8afN0
0,263995720112160768,,,210045549,Wednesday and Thursdays will be a struggle at work once the Champions League resumes *GMT +1*
0,263893912748425216,,,25003901,Also need to be at least accredated in ACT or REBT before the end of 4th yr.
0,264165424617365504,,,17918823,"Played Dishonored (360), Darksiders 2 (360) and Mass Effect 3 (360) in the last 24 hours. http://raptr.com/skuall-7th?type=tw_sessiondigest …"
0,264200988636880896,,,366888586,Chargers may go 8-8 but that will make playoffs in AFC... NFC teams must win 10 games! Fact! @MikeHillESPN @mortreport @Edwerderespn @PTI
0,263194127913607168,,,861687991,"Harry Redknapp is being heavily linked with the position as Blackburn manager today. However, QPR may have begun courting him already..."
0,262052118314237952,,,79601816,Monta Ellis / Ellis had just two points on 1-of-11 shooting on Friday against http://goo.gl/fb/9mlTL  #nba
0,255983114126520320,,,251827150,If any Baltimore team mascots come up missing 1st person of interest should be Billy Cundiff! Or the Redskins mascot is taken blame him!
0,263402254655164416,,,454155239,"NO YOUTH tomorrow. Come to Fall Festival. Also, this Sunday High School will attend main service with the adults for Super Sunday!"
0,262585396666458113,,,414465617,Low-fat Oasis - Edmonton Sun: Low-fat OasisEdmonton SunPoor Noel Gallagher -- up there all alone with his new ba... http://adf.ly/E7cxD
0,262110858660941824,,,598554482,I need a shower and to start getting ready but I'm just sat in bed blogging and watching Celebrity Juice
0,262352609665482752,,,25345724,Estou ouvindo Brown Eyes Live @ Friday Show with Jonathan Ross - Lady Gaga http://www.lastfm.com.br/user/giuliamares … via @lastfm
0,255514090754146305,,,27146510,@fueltv @danaehite what about Holland?! 'Countdown to UFC 153: Silva vs. Bonnar' debuts Tuesday on FUEL TV http://tinyurl.com/9sx37dp
0,264117031207571456,,,210721816,BUENOS AIRES--Argentina late Wednesday approved a law to lower the legal voting age to 16 in a move that could s ... http://tf.to/a73FB
0,261270806305312768,,,634861083,#.:Aubig Black Leather Camera Case Bag Pouch Case with Strap for Olympus OM-D OMD EM5 E-M5 Cyber Monday Deals http://teee.freeblog.biz/aubig-black-leather-camera-case-bag-pouch-case-with-strap-for-olympus-om-d-omd-em5-e-m5-cyber-monday-deals/ …
0,261536737497583616,,,62984265,"Man, I am going to change my vote based on Axl Rose's opinion said no one ever. Politico: C'MON MANhttp://www.politico.com/blogs/click/2012/10/axl-rose-leans-toward-obama-147199.html?hp=r16 …"
0,264191178113708034,,,221056106,@ImmortalTech Dublin this Saturday... Gotta get on the Guinness!!
0,257055717360553984,,,134157989,"on Thursday, as Britney Spears, Jennifer Hudson, Halle Berry and others paid tribute to the singer at the Nokia Theatre in Los Angeles."
0,234318200240754688,,,71817244,"#Loanwatch: Ben Amos (Hull City) into extra time 1-1, in the 1st round of the League Cup."
0,263938554051305472,,,630234972,Michael Jackson Bad 25 will air November 22 on ABC. Make sure you watch it! :)http://www.youtube.com/watch?v=1P0toSi4nbE&feature=youtube_gdata_player …
0,262879848740057088,,,284993124,FIFA is weird sometimes: You may remember the FIFA 12 video where Andy Carroll starting trying to hump Iker Casi... http://bit.ly/Rhfc4P
0,264074031135875073,,,275776970,Anonymous asked: Would we have a chance at seeing you for topless Tuesday? http://tmblr.co/ZGVN7xWOXnlk
0,264034176049741824,,,20868413,"Hey Nevada tweeps remember TOMORROW is the last day for EARLY VOTING! Ready, Set & Vote! #JustDoIt!"
0,244531843028901888,,,533185090,"Observers from UN, EU, CW, send to CoNi , according to this observers what the Maldivian have seen live and on TVs on 7 feb are day dream,"
0,264225872226181120,,,140610932,Amazon has opened an online store for Black Friday 22 days before the shopping event is scheduled to take place.http://on.mash.to/SBaGCN
0,259499296523689984,,,51063172,Chicago: Go see @TiffanyJ_Curtis: #lovesgotaholdonme #Sat October 27th 7p at the #HaroldWashingonCulCntr 47th & King Dr.
0,263261807177789440,,,529435028,A three-month-old boy was found abandoned at a platform of the Chhatrapati Shivaji Terminus (CST) on Saturday night.pic.twitter.com/qffIfZNN
0,263698581440040960,,,19987409,"highlight of monday was chucking a mattress down the stairs which hit eleanor around the face, causing her to fall down the stairs"
0,262607686540095488,,,20092607,Boogie song of the day...Oh Ricky Martin: Que Mas Da Happy Sunday 2 everyone recovering from Halloween party hangovershttps://www.youtube.com/watch?v=rTtPl32Kkvo …
0,259586844138815489,,,99966995,Sad to say #knutsfordlitfest nearly at an end. Fantastic event last night with Michael Portillo. Last event tomorrow with Charles Dickens.
0,255886946117758977,,,131767662,No wonder @TreySongz coming here the 21st of Nov cause he got Soul Train the 25th
0,264166045626015744,,,419982827,you going to rugby practice on sunday #somethingISayAlot
0,250596219481620480,,,318668071,Dive deep into the worlds of Stefan Struve and Stipe Miocic leading to their Fuel TV main event this Saturday.http://ow.ly/dXfdG 
0,259815597368553474,,,107155690,I'm pretty sure Bill O'Brien has gone for it on 4th down more in one season than Paterno did his entire career.
0,257971515776176129,,,600221890,The painting project continues today and is to be completed on Nov 10 and 17. Please join Coni in partnering to give back to the community.
0,263475218968883200,,,542605095,If anyone wants to go to the duke game Saturday with the kershaw county Clemson club please inbox me!
0,259200444516159488,,,36071917,Heavy rain over parts of NE. Some showers in CNY. Any sun? How about the weekend? Your forecast FIRST at 4am on NBC-3! http://ow.ly/i/12q3Q
0,263328636923441152,,,141049123,##$$## Black Friday Deals Olympus OM-D E-M5 Digital Camera - Black - with Olympus 12-50mm f/3.5-5.6 EZ Zoom Lens - B...http://bit.ly/Rn9Ncu
0,258278900847738880,,,267307162,More footage from the studio where Bullet For My Valentine just finished up recording their upcoming 4th album....http://fb.me/2braYq5wB
0,260627126741512192,,,161903472,"20 June 2012, out European Tour party drove the fabulous road from Davos to Stelvio. This is the last little bit...http://fb.me/1ZkWMVySv"
0,263033339252981760,,,301721146,Join us THIS THURSDAY for the Introduction to our Dramatic Reading of Charles Dickens's A Christmas Carol. 11/1 6-7pm.
0,261130606967152640,,,14849504,Just added a Google+ Hangout to the schedule--see YOU on November 21?! Details here: http://ht.ly/eJBeQ
0,256769689361997824,,,193005562,We're playing with Jim White on Tuesday! Static on the Radio por favor? http://www.brightestyoungthings.com/event/jammin-java-2/jim-white-luray.htm … via @byt @jamminjava @JimSuperwhite #DCSHOWS
0,264216696213090306,,,263862602,"tomorrow gonna be hell yall. though, i am going to the golden modes in chapel hill!"
0,264142833626279937,,,342369266,http://tinyurl.com/bchc26h  I just voted for 1ST LADY to be on Coast 2 Coast Mixtape 224 Hosted by Kendrick Lamar! @messengerlady7
0,256605494481936386,,,179199663,Look #Steelers fans I know you may be upset about Suisham missing that kick. Just know that I heard a guy named Billy Cundiff is available.
0,263771608206950400,,,105319506,"Oh, and for those still fellating Harry Redknapp, we went out in the 3rd round against Stoke last season. Remember that?"
0,256978417193467904,,,353749690,A round-up of Friday's World Cup qualifiers as Fabio Capello's Russia beat Portugal and Sweden edge past the Faroes
0,259655676547182592,,,57935129,"The ambition of Nadal, the knees of Ena Sharples and the liver of George Best. My recipe for Saturday tennis. #5-7 5-7"
0,251230219342602240,,,106422218,We're thinking of running on the Australia Day weekend in January. Is this a good or bad idea?
0,263784526701031425,,,297782292,New Music: Bruno Mars- Young Girls: If you watched Bruno Mars on Saturday Night Live then you may have caught h... http://bit.ly/W8iPSD
0,263800990535405568,,,239239553,I think the last timw I went trick or treating was probably in the 5th grade. I dress up as Avril Lavigne! I was obsessed with her back then
0,263588176621342720,,,20668288,Aston Villa midfielder Karim El Ahmadi will miss Saturday's trip to Sunderland through suspension following his fifth booking of the season.
0,263950048587558912,,,876576476,Mainland police repatriate wanted fugitives to Taiwan: Police on the Chinese mainland on Thursday repatriated 10... http://bit.ly/Y5ziFa
0,262806756244197376,,,59796215,"#saphila +1500 people in the Superbowl at Sun City to ""discover"" How to help ""Africa Run like Never Before"""
0,261217201871273984,,,455721191,"#FavouriteMovieQuotes ""After all, tomorrow is another day!"" Bill Murray, Groundhog Day"
0,264169249101209600,,,297691008,Watching Kentucky all access makes me want it to be Monday
0,263917696557670400,,,40776143,"When ""columbus"" shoots Bill Murray in zombieland it may be one of the funniest things ever."
0,264041940939595776,,,396481990,Poland criticize the 18th amendment. The new frame has been opened. None of the topic was on that earlier. #UPRLKA
0,262637590782570496,,,35138154,"If @cmpunk holds the WWE Title until the Royal Rumble, he will have held the title for 434 days. Making him the 6th longest reign..."
0,263431525859721216,,,85355282,"Victor Cruz said Tuesday that his agent and the @Giants have ""agreed on the structure"" of a new contract. @ProFootballTalk @NFL @ESPNFantasy"
0,252247423743819778,,,116235612,Tip to Apple CEO: u may want to stop outsourcing your mapping apps to China. While UR @ it how bout bring all those manufacturing jobs back.
0,264058381835333632,,,93834352,Join Phil on November 8 at the Better Software East Conference in Orlando where he'll be speaking on How to... http://fb.me/AUyalLQA
0,247438220864929793,,,247586776,"Pacino to play Paterno in bio film coming out soon. This will mark Pacino's 2nd film with the phrase, ""Say hello to my little friend."""
0,262368732410687488,,,781506662,Blake Griffin Poster Dunk over Kendrick Perkins (6ft.10) in HD (Jan. 30) http://www.youtube.com/watch?v=WZ5BBWwd_x0&sns=tw … that's why you roll after a pick.
0,251418644909813760,,,191608418,Interview on VOW fm tomorrow morning... Do tune in and hear the kid out!!! cc @vowfm @ewbwits
0,218226535063228416,,,618706287,RUMOR: #Blackhawks may have traded Niklas Hjalmarsson to the #Oilers for Sam Gagner. Stay tuned.
0,247724605018619904,,,595294755,Analysis: Daniels made the right court pick: Gov. Mitch Daniels said Friday he appointed Tippecanoe County Superior...http://dlvr.it/29Xxd2
0,215189748623486976,,,242136621,@rbusch17: The Anaheim Ducks are interested in Sam Gagner of the Edmonton Oilers. Could be part of a trade for the Ducks 1st round pick
0,260123979417784321,,,155725697,"Lets be real even wit are D injured, Flacco fuckin up, doin bad on the road, & are D playin like shit WE STILL 2nd best team in AFC #Ravens"
0,263554895351787520,,,474212961,@BucksAdSchool Morning with homeless men evening with Charles Dickens's great great granddaughter Standard day with 1st yrs at BucksAdSchool
0,195137821449789440,,,17050737,"Did you get a full, part-time job or internship offer? Let us know! Signing Day tomorrow in LBJSC Amphitheater-tell where you will work!"
0,263833277834592256,,,744416208,@dirty_platano @giox420 nigga I'm stoned I just got back from a blunt ride thur boxford nd Georgetown @SmokingGreat
0,264169584368685061,,,17015168,It's like Groundhog Day. 2nd day here. (@ Chirping Chicken)http://4sq.com/VgnErE
0,263797559582142464,,,488743489,"Remember everyone out there: All you members of Anonymous, you rebels, you supporters of the Gunpowder Plot: wear your mask November 5th."
0,264221982361546752,,,89385794,"Working the Celebrity Power106 game saturday at CalState LA $12 at the door. Gonna be with Kendrick Lamar, Rick Ross, Clyde Carson, ect."
0,261355878995881985,,,760682095,"#SteelerNation send our boys 2 the 2013 NFL Pro Bowl. http://www.nfl.com/probowl/ballot  via @NFL Ur vote actually counts, unlike the Nov 6th election."
0,264083279056080897,,,333141377,Love is like Michael Jackson's 8th nose .. you'll never understand it
0,263273842024267776,,,498931262,"Sat next to a black guy on a train, when Niggas In Paris came on... Had to turn it up !"
0,261563103093870592,,,73524592,"Come out and join us for the SIA Trek or Treat, October 27th! http://ow.ly/eAC9w  It's a fundraiser for the Safe House!"
0,264260233113767936,,,838709322,"Nine Pin Bird Rock race (2nd race in the Duke of Marlborough Hotel series) postponed 24 hours to Sunday 4 November, still 10 am start."
0,263080308113539072,,,142136889,"Apple software, retail chiefs out in overhaul: SAN FRANCISCO (Reuters) - Apple Inc CEO Tim Cook on Monday replaced the heads of its s..."
0,263974646003683328,,,514165478,Cebu's Original Lechon Belly in Parkmall joins the Bazaar in IT Park next Fri.-Nov 9. Taste the Boneless Lechon Belly the way it was created
0,255449819731070977,,,423702823,"Jay Paterno, former Penn State assistant football coach and son of Joe Paterno, said Sunday night that he was at an event when a..."
0,259275470456102912,,,342152369,"Nadal confirmed for Mexican Open in February: Rafael Nadal is set to play at the Mexican Open in February,... http://q.gs/2MOsm  #tennis"
0,263504130205696000,,,528515216,That means we'll know Thursday morning if @taylorswift13 won for her 'Safe and Sound' duet with @thecivilwars!!!
0,264032579815088128,,,387739207,Anonymous asked you: You remind me of Wednesday Adams.
0,254384629174398976,,,131744324,I want Jenelle to come over tomorrow. I need someone to watch netflix and eat mac & cheese with..
0,264084843753775104,,,18610022,"Playing Indianapolis THIS SATURDAY at the White Rabbit, with Ko and Street Spirits - gotta go to this one! http://fb.me/1HG1S88dW"
0,264240197498191872,,,39020403,"Britain may be in for a new bout of flooding in the coming months, the Environment Agency warns, as 6 Oxon waterways remain on flood alert."
0,263719007146872832,,,665713,@LiamGib We've got the sponsor form and box on our desks. I think Becky is going to send an email tomorrow.
0,264162655835680768,,,256806620,"I'm not Mexican on cinco de mayo, I'm not black in Feb & I'm not Chinese on the Chinese New Year so you're not Irish on st. Patrick's day."
0,263960415938170880,,,353599161,"Cheaper carbon replaces silicon in solar panels: Tweet Washington, Nov 1 (IANS) Researchers have built the first...http://bit.ly/Y5Mdqw"
0,260180252398084096,,,871141279,"Inter, Roma keep pace with wins: Inter Milan kept pace with Serie A leaders Juventus after seeing off Catania 2-0 at the San Siro on Sunday."
0,263827883674464256,,,170371596,now watching Denzel Washington talking about his new movie flight it's comming out Nov 2nd 2012 #LateShow With David Letterman
